,Month,Decade,Type,Country,Area,Location,Activity,Fatal,Time
5514,Sep-Nov,1900,Invalid,USA,unknown,unknown,low water,unknown,12-17
5515,Jun-Aug,1900,Unprovoked,PHILIPPINES,Quezon,Tayabas,low water,N,12-17
5516,Jun-Aug,1900,Unprovoked,USA,Hawaii,"Off Diamond Head, Honolulu, O'ahu",low water,Y,unknown
5517,Jun-Aug,1900,Unprovoked,CUBA,Havana Province,Havana Harbor,unknown,Y,unknown
5519,Dec-Feb,1900,Unprovoked,FALKLAND ISLANDS,unknown,unknown,low water,N,12-17
5520,unknown,1900,Unprovoked,AUSTRALIA,New South Wales,Georges River,unknown,Y,unknown
5521,unknown,1900,Unprovoked,MEXICO,Veracruz,Coatzacoalcos,low water,Y,7-11
5522,Dec-Feb,1900,Unprovoked,AUSTRALIA,New South Wales,Sydney,fell,Y,12-17
5523,Sep-Nov,1900,Unprovoked,AUSTRALIA,Queensland,Logan River,unknown,Y,unknown
5524,Sep-Nov,1900,Unprovoked,AUSTRALIA,New South Wales,"Lane Cove River, Sydney Harbor (Estuary)",fishing,Y,7-11
5525,Sep-Nov,1900,Unprovoked,CRETE,unknown,unknown,underwater,Y,unknown
5526,Sep-Nov,1900,Unprovoked,USA,Hawaii,"Koko Head, south side of O'ahu Island",underwater,Y,unknown
5527,Sep-Nov,1900,Unprovoked,NICARAGUA,Rio San Juan,Greytown,low water,Y,unknown
5528,Jun-Aug,1900,Unprovoked,AUSTRALIA,New South Wales,"Middle Harbour, Sydney ",unknown,Y,unknown
5529,Jun-Aug,1900,Unprovoked,USA,Texas,"Near Port Lavaca, Calhoun County",low water,N,unknown
5530,Jun-Aug,1900,Unprovoked,ITALY,Calabria,Nicotera,low water,Y,7-11
5531,Jun-Aug,1900,Boating,CROATIA,Istria County,Porec,low water,N,7-11
5532,Jun-Aug,1900,Unprovoked,USA,Hawaii,"Kalihi, O'ahu",low water,Y,7-11
5533,Jun-Aug,1900,Provoked,ITALY,Liguria,"Galliera dock, Genoa",fell,N,unknown
5534,Jun-Aug,1900,Provoked,USA,New Jersey,"Atlantic City, Atlantic County",fishing,N,unknown
5535,Jun-Aug,1900,Unprovoked,PHILIPPINES,Zamboanga del Sur Province,"Near mouth of River Cumalarang, 5 miles from Port Isabela, Basilan Island",unknown,N,unknown
5536,Mar-May,1900,Unprovoked,EGYPT,Mediterranean Sea,"Tzortzou Reef, Marsa Matruh",low water,N,unknown
5537,Mar-May,1900,Invalid,SOUTH AFRICA,Eastern Cape Province,Algoa Bay,low water,unknown,unknown
5538,Dec-Feb,1900,Provoked,NEW ZEALAND,North Island,Poverty Bay,low water,N,unknown
5539,unknown,1900,Unprovoked,AUSTRALIA,New South Wales,Kerosene Bay,unknown,Y,unknown
5540,unknown,1900,Invalid,SOUTH AFRICA,KwaZulu-Natal,Durban,sports boat,unknown,unknown
5541,unknown,1900,Unprovoked,AUSTRALIA,Queensland,Brisbane,unknown,N,unknown
5542,Dec-Feb,1900,Unprovoked,AUSTRALIA,Queensland,Brisbane,fell,N,unknown
5543,Sep-Nov,1900,Unprovoked,PHILIPPINES,Zamboanga del Sur Province, Port Isabela de Basilan,unknown,N,unknown
5544,Sep-Nov,1900,Unprovoked,CYPRUS,Southern Cyprus,Larnaca,underwater,Y,unknown
5545,Sep-Nov,1900,Unprovoked,SOUTH AFRICA,Western Cape Province,Windmill Beach,fell,Y,unknown
5546,Jun-Aug,1900,Invalid,ITALY,Syracuse,Capo Santa Croce,low water,unknown,12-17
5547,Jun-Aug,1900,Invalid,YEMEN ,Aden,unknown,low water,unknown,unknown
5548,Jun-Aug,1900,Unprovoked,PHILIPPINES,Western Viscayas,"Island of Panay, Iliolo",low water,N,12-17
5549,Jun-Aug,1900,Unprovoked,AUSTRALIA,Queensland,Brisbane,low water,Y,unknown
5550,Jun-Aug,1900,Unprovoked,USA,Florida,Indian River Inlet / Fort Pierce Inlet,low water,N,unknown
5552,Mar-May,1900,Unprovoked,SOUTH AFRICA,Western Cape Province,Three Anchor Bay,unknown,Y,unknown
5553,unknown,1900,Invalid,SOUTH AFRICA,Western Cape Province,"Woodstock Beach, Cape Town",low water,unknown,low afluency
5554,unknown,1900,Unprovoked,AUSTRALIA,Queensland,Townsville,unknown,N,unknown
5555,unknown,1900,Unprovoked,USA,Rhode Island,Coddington Cove,fishing,UNKNOWN,unknown
5556,unknown,1900,Unprovoked,USA,Hawaii,"Waikiki Beach, Oahu",unknown,N,unknown
5557,unknown,1900,Unprovoked,USA,North Carolina,"Southport, Brunswick County",unknown,N,unknown
5558,unknown,1900,Unprovoked,CROATIA, Primorje-Gorski Kotar County,"Volosko, Opatija",low water,Y,unknown
5559,unknown,1900,Invalid,USA,Hawaii,"Makapu'u Point, O'ahu",unknown,unknown,unknown
5560,unknown,1900,Provoked,USA,Connecticut,"Bridgeport, Fairfield County",underwater,N,unknown
5561,unknown,1900,Unprovoked,AUSTRALIA,New South Wales,"Lane Cove River, Sydney Harbor (Estuary)",unknown,N,unknown
5562,Dec-Feb,1900,Unprovoked,USA,Hawaii,"Inter-Island Dry Dock at Kakaako Street, Honolulu, O'ahu",unknown,N,unknown
5563,Sep-Nov,1900,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Port Elizabeth,underwater,N,unknown
5564,Sep-Nov,1890,Unprovoked,AUSTRALIA,Queensland,Tingalpa Creek,fishing,N,unknown
5565,Sep-Nov,1890,Sea Disaster,PHILIPPINES,Mindoro Occidental,Off Lubang Island,fishing,Y,12-17
5566,Sep-Nov,1890,Boating,AUSTRALIA,Victoria,"Governor's Reef, Port Phillip Bay",low water,N,unknown
5567,Jun-Aug,1890,Unprovoked,LIBYA,Mediterranean Sea,Off Bengasi,low water,N,7-11
5568,Jun-Aug,1890,Unprovoked,LIBYA,Mediterranean Sea,Off Bengasi,unknown,Y,unknown
5569,Mar-May,1890,Unprovoked,MEXICO,Tamaulipas,Tampico,low water,Y,unknown
5570,Mar-May,1890,Provoked,USA,California,"Monterey Bay, Monterey County",fishing,Y,unknown
5571,unknown,1890,Unprovoked,USA,Florida,"Trout River, Panama Park",unknown,Y,unknown
5572,unknown,1890,Unprovoked,EGYPT ,Mediterranean Sea,Port Said,unknown,N,unknown
5573,Dec-Feb,1890,Unprovoked,EGYPT ,Mediterranean Sea,Port Said,fishing,N,low afluency
5574,Dec-Feb,1890,Unprovoked,EGYPT,Mediterranean Sea,Port Said,low water,N,unknown
5575,Dec-Feb,1890,Unprovoked,BAHAMAS,unknown,unknown,unknown,Y,unknown
5576,Sep-Nov,1890,Provoked,ITALY,Calabria,Bagnara Calabra,low water,N,unknown
5577,Sep-Nov,1890,Invalid,NEW ZEALAND,North Island,East Cape,unknown,unknown,unknown
5578,Sep-Nov,1890,Invalid,PHILIPPINES,Negros ,Escalante,underwater,unknown,unknown
5579,Jun-Aug,1890,Unprovoked,ITALY,Imperia Province,Bordighera,fishing,Y,7-11
5580,Jun-Aug,1890,Invalid,AUSTRALIA,New South Wales,Newcastle,low water,unknown,unknown
5581,Dec-Feb,1890,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Durban,low water,N,12-17
5582,unknown,1890,Boating,USA,Florida,St. John's River,low water,N,unknown
5583,unknown,1890,Unprovoked,USA,Florida,Near a small wreck in a channel at Indian Key,low water,N,unknown
5584,Dec-Feb,1890,Unprovoked,AUSTRALIA,Queensland,The Narrows,low water,Y,unknown
5585,Sep-Nov,1890,Unprovoked,USA,Hawaii,Off Kohala,underwater,Y,unknown
5586,Sep-Nov,1890,Unprovoked,unknown,unknown,unknown,fishing,N,unknown
5588,Sep-Nov,1890,Unprovoked,WEST INDIES,unknown,unknown,underwater,Y,unknown
5589,Sep-Nov,1890,Unprovoked,USA,New York,"Prince's Bay, Staten Island",fishing,N,unknown
5590,Jun-Aug,1890,Invalid,AUSTRALIA,New South Wales,Sydney,low water,unknown,low afluency
5591,Jun-Aug,1890,Unprovoked,YEMEN ,Aden,Outer Harbor,fishing,Y,unknown
5592,Jun-Aug,1890,Unprovoked,YEMEN ,Aden,Sapper Bay,unknown,Y,unknown
5593,Jun-Aug,1890,Unprovoked,CUBA,Santiago de Cuba Province,Santiago de Cuba,underwater,Y,unknown
5594,Jun-Aug,1890,Unprovoked,NEW CALEDONIA,South Province,Noumea,underwater,Y,unknown
5595,Mar-May,1890,Sea Disaster,FIJI,Muala,unknown,unknown,N,unknown
5596,Mar-May,1890,Unprovoked,SRI LANKA,unknown,Colombo Harbor,unknown,Y,unknown
5597,Mar-May,1890,Invalid,CRETE,unknown,unknown,unknown,unknown,12-17
5598,Mar-May,1890,Unprovoked,USA,South Carolina,Ramshorn Creek,low water,N,7-11
5599,Mar-May,1890,Unprovoked,CUBA,Santiago de Cuba Province,Off Santiago de Cuba,low water,Y,unknown
5600,Mar-May,1890,Unprovoked,JAMAICA,Kingston Parish,Kingston Harbor,low water,N,unknown
5601,Dec-Feb,1890,Unprovoked,CUBA,Camaguey Province,Nuevitas Harbor,low water,Y,unknown
5602,Dec-Feb,1890,Unprovoked,USA,Florida,"a creek near Jacksonville, Duval County",low water,N,unknown
5603,unknown,1890,Unprovoked,YEMEN ,Aden,Harbor,unknown,Y,unknown
5604,Dec-Feb,1890,Sea Disaster,USA,Hawaii,unknown,fishing,Y,unknown
5605,Sep-Nov,1890,Provoked,USA,East coast,unknown,low water,N,7-11
5606,Sep-Nov,1890,Invalid,MEXICO,Vera Cruz,Vera Cruz Harbor,low water,unknown,unknown
5607,Sep-Nov,1890,Unprovoked,MARSHALL ISLANDS,Ratak ,Ailuk Island,low water,Y,unknown
5608,Sep-Nov,1890,Provoked,USA,Rhode Island,Point Judith,unknown,N,unknown
5609,Sep-Nov,1890,Unprovoked,USA,South Carolina,"Elliott Cut, Charleston County",fishing,N,unknown
5610,Jun-Aug,1890,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,"Back Beach, Durban",low water,Y,unknown
5611,Jun-Aug,1890,Sea Disaster,YEMEN ,Socotra Islands,Socotra,low water,Y,unknown
5612,Jun-Aug,1890,Unprovoked,unknown,Mediterranean Sea,unknown,fishing,Y,unknown
5613,Jun-Aug,1890,Unprovoked,USA,Massachusetts,30 miles south of Lynn,low water,Y,unknown
5614,Jun-Aug,1890,Unprovoked,NEW ZEALAND,unknown,unknown,low water,N,unknown
5615,Jun-Aug,1890,Unprovoked,EGYPT,Mediterranean Sea,Port Said,low water,UNKNOWN,unknown
5616,Jun-Aug,1890,Boating,AUSTRALIA,Victoria,Hobson's Bay,fell,N,unknown
5617,Mar-May,1890,Unprovoked,NEW ZEALAND,North Island,"Marine Parade, Napier, Hawke Bay",low water,Y,unknown
5618,Sep-Nov,1890,Unprovoked,NEW ZEALAND,South Island,Hoiktika,unknown,Y,unknown
5619,Sep-Nov,1890,Unprovoked,AUSTRALIA,Western Australia,Albany,unknown,Y,unknown
5620,Jun-Aug,1890,Unprovoked,AUSTRALIA,Western Australia,Esperance,unknown,Y,unknown
5621,Jun-Aug,1890,Unprovoked,SRI LANKA,unknown,unknown,unknown,N,unknown
5622,Jun-Aug,1890,Unprovoked,USA,Hawaii,"Kahului, Maui",unknown,Y,unknown
5623,Mar-May,1890,Unprovoked,USA,South Carolina,Charleston,unknown,N,unknown
5624,Mar-May,1890,Unprovoked,AUSTRALIA,New South Wales,"Johnstone's Bay, Sydney",unknown,Y,12-17
5625,Mar-May,1890,Unprovoked,USA,Florida,unknown,low water,Y,unknown
5626,Mar-May,1890,Unprovoked,HAITI,Off Cape Haitien,unknown,low water,N,unknown
5627,Mar-May,1890,Unprovoked,AUSTRALIA,New South Wales,"West Balmain, Sydney",low water,Y,12-17
5628,Dec-Feb,1890,Unprovoked,BARBADOS,St Michael Parish,Bridgetown,low water,N,unknown
5629,Dec-Feb,1890,Unprovoked,AUSTRALIA,New South Wales,Jervis Bay ,unknown,Y,unknown
5630,unknown,1890,Sea Disaster,CUBA,Havana Province,Havana Harbor,unknown,unknown,unknown
5631,Dec-Feb,1890,Unprovoked,YEMEN ,Aden,unknown,fell,Y,unknown
5632,Sep-Nov,1890,Provoked,USA,North Carolina,"Near the mouth of the Cape Fear River, Brunswick County",fishing,N,unknown
5633,Sep-Nov,1890,Unprovoked,USA,Rhode Island,Noyes Beach,low water,Y,unknown
5634,Sep-Nov,1890,Unprovoked,USA,New Jersey,Raritan Bay,unknown,N,unknown
5635,Jun-Aug,1890,Unprovoked,JAPAN,unknown,unknown,fishing,Y,unknown
5636,Jun-Aug,1890,Unprovoked,unknown,unknown,unknown,unknown,N,unknown
5637,Mar-May,1890,Unprovoked,AUSTRALIA,Western Australia,Barrow Passage,low water,Y,unknown
5638,Mar-May,1890,Sea Disaster,BAHAMAS,Bimini Islands,Off Gun Cay,fell,N,unknown
5639,Mar-May,1890,Unprovoked,NEW ZEALAND,South Island,Preservation Inlet,unknown,Y,unknown
5640,Mar-May,1890,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Mzimvubu River,fishing,Y,low afluency
5641,unknown,1890,Unprovoked,NEW ZEALAND,South Island,Oamaru,underwater,N,unknown
5642,Dec-Feb,1890,Unprovoked,INDONESIA,Moluccas,South Aroo Island,low water,Y,unknown
5643,Dec-Feb,1890,Unprovoked,AUSTRALIA,Queensland,Burnett River,low water,N,unknown
5644,Sep-Nov,1890,Unprovoked,AUSTRALIA,New South Wales,Sydney Harbor,unknown,Y,unknown
5645,Sep-Nov,1890,Unprovoked,PANAMA,Bocas del Toro,unknown,unknown,Y,unknown
5646,Jun-Aug,1890,Boating,AUSTRALIA,Western Australia,"Dampier's Creek, Broome",unknown,N,unknown
5647,Jun-Aug,1890,Provoked,USA,Florida,"North Beach, St. Augustine",unknown,N,unknown
5648,Jun-Aug,1890,Unprovoked,AUSTRALIA,New South Wales,Newcastle ,fishing,N,unknown
5649,Mar-May,1890,Unprovoked,USA,Alabama,Mobile Bay,unknown,Y,low afluency
5650,Dec-Feb,1890,Unprovoked,USA,Virginia,Norfolk,unknown,N,low afluency
5651,Dec-Feb,1890,Unprovoked,FIJI,Vita Levu,Rewa River,low water,N,unknown
5652,Dec-Feb,1890,Provoked,USA,Texas,Rockport,unknown,N,unknown
5653,Sep-Nov,1890,Unprovoked,USA,New York,"Woolsey's Point, East River",unknown,UNKNOWN,unknown
5654,Jun-Aug,1890,Unprovoked,USA,Florida,"Jacksonville, Duval County",fishing,N,unknown
5655,Jun-Aug,1890,Unprovoked,FRANCE,Provence,"la Badine, Hyères ",unknown,Y,unknown
5656,Jun-Aug,1890,Unprovoked,USA,Florida,Anastasia Island,low water,UNKNOWN,unknown
5657,unknown,1890,Unprovoked,SOUTH AFRICA,Western Cape Province,Simons Town,low water,Y,unknown
5658,Jun-Aug,1890,Unprovoked,USA,North Carolina,"New Bern, Craven County",fell,N,unknown
5659,Jun-Aug,1890,Unprovoked,MEXICO,Bay of Campeche,unknown,low water,Y,unknown
5660,Mar-May,1890,Unprovoked,BURMA,Rangoon,Amherst,unknown,Y,unknown
5662,Dec-Feb,1890,Unprovoked,INDIA,Bay of Bengal,Madras Harbor,fishing,Y,unknown
5663,unknown,1890,Invalid,CROATIA, Primorje-Gorski Kotar County,"Off Volusca, Opatija",low water,unknown,unknown
5664,unknown,1890,Sea Disaster,PHILIPPINES,Luzon Island,Off Manila,underwater,Y,unknown
5665,unknown,1890,Unprovoked,NIGERIA,Bayelsa State,Mouth of the Nun River,low water,Y,unknown
5666,unknown,1890,Unprovoked,LEBANON,unknown,Off Tripoli,low water,Y,12-17
5667,Sep-Nov,1890,Unprovoked,FIJI,unknown,Between Kadavu & Beqa,unknown,Y,unknown
5668,Sep-Nov,1890,Unprovoked,CUBA,Havana Province,Havana Harbor,fell,Y,unknown
5669,Sep-Nov,1890,Unprovoked,SOUTH ATLANTIC OCEAN,unknown,unknown,unknown,N,unknown
5670,Sep-Nov,1890,Unprovoked,AUSTRALIA,Queensland,Torres Strait,low water,N,unknown
5671,Jun-Aug,1890,Invalid,AUSTRALIA,Tasmania,"Chimney Point, Georges Bay",low water,unknown,unknown
5672,Jun-Aug,1890,Unprovoked,NEW ZEALAND,South Island?,Downs River,fishing,Y,7-11
5673,Jun-Aug,1890,Unprovoked,FRENCH POLYNESIA,unknown,One week out of Pápete,fell,Y,unknown
5674,Dec-Feb,1890,Unprovoked,EGYPT,Mediterranean Sea,Port Said,fishing,UNKNOWN,unknown
5675,Dec-Feb,1890,Unprovoked,ATLANTIC OCEAN,unknown,unknown,unknown,Y,unknown
5676,Dec-Feb,1890,Unprovoked,AUSTRALIA,Norfolk Island,unknown,low water,N,unknown
5677,Dec-Feb,1890,Unprovoked,AUSTRALIA,Queensland,"Wellington Point, Brisbane",low water,N,12-17
5678,Dec-Feb,1890,Unprovoked,USA,Texas,Velasco,fell,N,unknown
5679,Sep-Nov,1890,Invalid,FRANCE,Brittany,Brest,unknown,unknown,unknown
5680,Jun-Aug,1890,Unprovoked,CUBA,Havana Province,Havana Harbor,unknown,Y,unknown
5681,Jun-Aug,1890,Unprovoked,NEW ZEALAND,North Island,Rockhampton,unknown,N,unknown
5682,Jun-Aug,1890,Unprovoked,BAHAMAS,Out Islands,unknown,unknown,Y,unknown
5683,Jun-Aug,1890,Unprovoked,PACIFIC OCEAN,unknown,unknown,unknown,Y,unknown
5684,Jun-Aug,1890,Provoked,AUSTRALIA,New South Wales,Lake Macquarie,unknown,N,unknown
5685,Jun-Aug,1890,Provoked,AUSTRALIA,Torres Strait,Badu Island,fishing,Y,18-22
5686,Jun-Aug,1890,Unprovoked,AUSTRALIA,New South Wales,unknown,unknown,N,unknown
5687,Dec-Feb,1890,Unprovoked,NEW ZEALAND,North Island,"Manukau Harbor, 6 miles south of Auckland",low water,N,low afluency
5688,Dec-Feb,1890,Unprovoked,MARTINIQUE,unknown,Fort de France,sports boat,N,unknown
5689,Dec-Feb,1890,Sea Disaster,KIRIBATI,Line Islands,Flint Island,unknown,Y,unknown
5690,unknown,1890,Unprovoked,CANADA,Nova Scotia,Halifax,underwater,Y,unknown
5691,Dec-Feb,1890,Provoked,USA,New Jersey,"Off Longport, Atlantic County",fell,N,unknown
5692,Dec-Feb,1890,Invalid,USA,Virginia,Hampton Roads,unknown,unknown,7-11
5693,Sep-Nov,1890,Unprovoked,PARAGUAY,unknown,unknown,unknown,Y,unknown
5694,Sep-Nov,1890,Unprovoked,JAMAICA,Kingston Parish,Port Royal Harbour,unknown,Y,unknown
5695,Sep-Nov,1890,Invalid,AUSTRALIA,Queensland,Moreton Bay,low water,unknown,unknown
5696,Sep-Nov,1890,Unprovoked,BRITISH NEW GUINEA,Woodlark Islands,Off Panamota,unknown,N,unknown
5697,Jun-Aug,1890,Unprovoked,ATLANTIC OCEAN,unknown,unknown,unknown,Y,unknown
5698,Mar-May,1890,Provoked,USA,New Jersey,"Off Normandie-by-the-Sea, Monmouth County",sports boat,N,unknown
5699,Dec-Feb,1890,Unprovoked,USA,Connecticut,"Bridgeport, Fairfield County",low water,N,unknown
5700,Dec-Feb,1890,Unprovoked,SAMOA,Upolu Island,Apia Harbour,unknown,N,unknown
5701,Dec-Feb,1890,Unprovoked,CROATIA,unknown,Fiume,unknown,N,low afluency
5702,Dec-Feb,1890,Unprovoked,PERSIAN GULF,unknown,unknown,low water,N,12-17
5703,unknown,1890,Unprovoked,EGYPT,unknown,Port Said,unknown,Y,unknown
5704,Jun-Aug,1890,Invalid,SOUTH AFRICA,Eastern Cape Province,Port Elizabeth,unknown,unknown,unknown
5705,Jun-Aug,1890,unknown,CEYLON,unknown,unknown,unknown,Y,unknown
5706,Jun-Aug,1890,Boating,MALTA,Munxar Reef,Marsascala,unknown,Y,unknown
5707,Jun-Aug,1890,Unprovoked,AUSTRALIA,Tasmania,Derwent River (empties into the sea at Hobart),low water,N,unknown
5708,Jun-Aug,1890,Unprovoked,INDIA,Tamil Nadu,Tuticorin,fishing,UNKNOWN,unknown
5710,Mar-May,1890,Unprovoked,NEW ZEALAND,North Island,"Lampton Harbour, Wellington",unknown,Y,unknown
5711,Mar-May,1890,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Cape Vidal,unknown,Y,unknown
5712,Mar-May,0,Invalid,GREECE,Northern Peloponnese,Patras,low water,unknown,unknown
5713,Mar-May,0,Unprovoked,AUSTRALIA,Queensland,Bowen,unknown,Y,unknown
5714,Dec-Feb,0,Invalid,USA,Hawaii,Honolulu,fishing,unknown,unknown
5715,Dec-Feb,0,Unprovoked,INDIA,Tamil Nadu,Madras,underwater,Y,7-11
5716,Dec-Feb,0,Unprovoked,USA,Florida,"Fernandina, Nassau County",underwater,Y,unknown
5717,Dec-Feb,0,Unprovoked,USA,Texas,West Bay near Galveston ,low water,N,unknown
5718,unknown,0,Unprovoked,AUSTRALIA,Victoria,Port Phillip,unknown,Y,12-17
5719,Sep-Nov,0,Provoked,USA,Florida,Hillsborough Bay,unknown,N,unknown
5720,Sep-Nov,0,Unprovoked,SIERRA LEONE,Western Area,Freetown,low water,Y,18-22
5721,Jun-Aug,0,Unprovoked,INDIAN OCEAN,Between Perth & Colombo,unknown,fell,N,unknown
5722,Jun-Aug,0,Unprovoked,AUSTRALIA,New South Wales,"Iron Cove Bridge, Sydney (Estuary)",unknown,Y,unknown
5723,Jun-Aug,0,Unprovoked,AUSTRALIA,New South Wales,"Hawkesbury Bridge, Sydney",unknown,Y,unknown
5724,Mar-May,0,Unprovoked,CROATIA, Primorje-Gorski Kotar County,Rijeka,low water,Y,unknown
5725,Mar-May,0,Sea Disaster,CANADA,Nova Scotia,Off Sable Island,low water,Y,unknown
5726,Mar-May,0,Boating,USA,New York,unknown,fishing,N,unknown
5727,Dec-Feb,0,Invalid,JAMAICA,unknown,unknown,sports boat,unknown,unknown
5728,Dec-Feb,0,Sea Disaster,INDIA,Gujarat,Cutch Coast,unknown,Y,low afluency
5729,Jun-Aug,0,Invalid,CROATIA,Lukovo,unknown,unknown,unknown,unknown
5730,Jun-Aug,0,Boating,AUSTRALIA,Victoria,Port Melbourne,unknown,N,unknown
5731,Mar-May,0,Invalid,AUSTRALIA,Victoria,"Point Cook, Port Phillip Bay",fell,unknown,unknown
5732,Dec-Feb,0,Unprovoked,NEW ZEALAND,South Island,Oamaru,low water,N,unknown
5733,Dec-Feb,0,Boating,AUSTRALIA,New South Wales,Sydney Harbor,fell,N,unknown
5734,Dec-Feb,0,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Mzimvubu River mouth,low water,Y,12-17
5735,Dec-Feb,0,Unprovoked,LIBYA,Mediterranean Sea,Off Tripoli,unknown,N,unknown
5736,Sep-Nov,0,Unprovoked,HONDURAS,Cortés,Off Puerto Cortez (Caribbean coast),fell,Y,unknown
5737,Sep-Nov,0,Unprovoked,AUSTRALIA,New South Wales,"Ryde, Sydney (Estuary)",unknown,Y,unknown
5738,Sep-Nov,0,Unprovoked,USA,Florida,"Between Lake Worth & Biscayne Bay, near Hillsboro",low water,Y,unknown
5739,Jun-Aug,0,Sea Disaster,BAHAMAS,unknown,unknown,fishing,Y,unknown
5740,Dec-Feb,0,Unprovoked,ITALY,unknown,Trieste,underwater,N,unknown
5741,Dec-Feb,0,Invalid,CROATIA, Primorje-Gorski Kotar County,Kraljevica,underwater,unknown,unknown
5742,Dec-Feb,0,Sea Disaster,unknown,Gulf of California,unknown,low water,Y,low afluency
5743,unknown,0,Boating,AUSTRALIA,South Australia,Black Point,fishing,N,unknown
5744,unknown,0,Unprovoked,NEW ZEALAND,North Island,Kaipara,fell,Y,unknown
5745,unknown,0,Provoked,SOUTH AFRICA,Western Cape Province,Blaauwberg,unknown,N,unknown
5746,unknown,0,Sea Disaster,BRAZIL,Alagoas,Maceió,unknown,Y,unknown
5747,Dec-Feb,0,Unprovoked,SOUTH AFRICA,Eastern Cape Province,"Mzimvubu River, 9.6 km from the sea",unknown,Y,unknown
5748,Sep-Nov,0,Sea Disaster,OCEAN,"Somewhere between Philadelphia and Hiogo, Japan",unknown,low water,N,7-11
5749,Sep-Nov,0,Boating,USA, New Jersey,"Shrewsbury River, Highlands, Monmouth County",unknown,N,unknown
5750,Mar-May,0,Provoked,USA,New Jersey,"Sandy Hook Bay, Highlands, Monmouth County",fell,N,12-17
5751,Mar-May,0,Boating,USA,New Jersey,"Shrewsbury River, Highlands, Monmouth County",underwater,N,unknown
5752,Mar-May,0,Unprovoked,AUSTRALIA,Queensland,Off Bribie Heads,fishing,Y,unknown
5753,Dec-Feb,0,Invalid,USA,Hawaii,"Hamakua Homakua, Hawai'i",underwater,unknown,unknown
5754,Dec-Feb,0,Unprovoked,NEW CALEDONIA,South Province,Noumea,low water,Y,unknown
5755,Dec-Feb,0,Unprovoked,AUSTRALIA,Queensland,Rothesay Bay,fell,N,unknown
5756,unknown,0,Invalid,NEW ZEALAND,South Island,Near the mouth of the Clarence River,unknown,unknown,unknown
5757,unknown,0,Invalid,NEW ZEALAND,South Island,Dunedin ,unknown,unknown,unknown
5758,Sep-Nov,0,Invalid,AUSTRALIA,New South Wales,"Dobroyd Head, Watson Bay, Sydney",low water,unknown,18-22
5759,Sep-Nov,0,Boating,AUSTRALIA,Victoria,Mordialloc,low water,N,unknown
5760,Sep-Nov,0,Unprovoked,SOUTH AFRICA,Eastern Cape Province,"South Jetty, Port Elizabeth",low water,N,7-11
5761,Jun-Aug,0,Unprovoked,AUSTRALIA,Queensland,unknown,low water,N,unknown
5762,Jun-Aug,0,Unprovoked,SOUTH AFRICA,Western Cape Province,Groot River,low water,Y,unknown
5763,Jun-Aug,0,Unprovoked,AUSTRALIA,New South Wales,Sydney Harbor,low water,N,unknown
5764,Jun-Aug,0,Boating,AUSTRALIA,Queensland,Brisbane ,fell,N,unknown
5765,unknown,0,Unprovoked,AUSTRALIA,Western Australia,Bunbury,unknown,N,unknown
5766,unknown,0,Unprovoked,ATLANTIC OCEAN,unknown,unknown,fishing,Y,unknown
5767,Sep-Nov,0,Sea Disaster,USA,Hawaii,Kau District,low water,N,12-17
5769,Jun-Aug,0,Sea Disaster,USA,Hawaii,Kau District,low water,Y,7-11
5770,Jun-Aug,0,Unprovoked,unknown,unknown,unknown,unknown,Y,12-17
5771,Mar-May,0,Unprovoked,NEW ZEALAND,North Island,Auckland,unknown,N,7-11
5772,Mar-May,0,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Kokstad District,low water,N,unknown
5773,Mar-May,0,Sea Disaster,AUSTRALIA,South Australia,Port Phillip,unknown,Y,unknown
5774,Mar-May,0,Provoked,FRANCE,Côte d'Azur  ,Between Nice & Villefranche,low water,Y,12-17
5775,Mar-May,0,Unprovoked,USA,New Jersey,"Bayonne, Hudson County",low water,N,7-11
5776,Dec-Feb,0,Invalid,USA,New York,Jamaica Bay,fishing,unknown,12-17
5777,Dec-Feb,0,Unprovoked,BRAZIL,unknown,Bahia,low water,Y,unknown
5778,unknown,0,Unprovoked,SOUTH AFRICA,Eastern Cape Province,"South Jetty, Port Elizabeth",underwater,Y,unknown
5779,unknown,0,Unprovoked,AUSTRALIA,South Australia,"Port Pirie, Spencer Gulf, 230 km north of Adelaide",unknown,Y,unknown
5780,unknown,0,Unprovoked,AUSTRALIA,New South Wales,Parramatta River,unknown,Y,unknown
5781,unknown,0,Unprovoked,USA,Texas,Brazos,unknown,Y,unknown
5782,Dec-Feb,0,Unprovoked,URUGUAY,Maldonado coast,unknown,low water,Y,unknown
5783,Sep-Nov,0,Unprovoked,USA,East coast,unknown,low water,Y,unknown
5784,Sep-Nov,0,Unprovoked,AUSTRALIA,Tasmania,Between Port Arthur Penal Colony & Forestier Peninsula,fishing,Y,unknown
5785,Jun-Aug,0,Provoked,GEORGIA,unknown,"Savannah River, Chatham County",unknown,N,unknown
